Link Id,0:15:00,3:00:00,3:15:00,3:30:00,3:45:00,4:00:00,4:15:00,4:30:00,4:45:00,5:00:00,5:15:00,5:30:00,5:45:00,6:00:00,6:15:00,6:30:00,6:45:00,7:00:00,7:15:00,7:30:00,7:45:00,8:00:00,8:15:00,8:30:00,8:45:00,9:00:00,9:15:00,9:30:00,9:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00,24:00:00,24:15:00,24:30:00,24:45:00,25:00:00,25:15:00,25:30:00,25:45:00,26:00:00,26:15:00,26:30:00,26:45:00,27:00:00,27:15:00,27:30:00,28:00:00,28:30:00,29:15:00,Total Delay [hours],Type,Incident Link,Feeder 1_x,Feeder 2_x,Seed,Duration [HH:MM:SS],Duration [mins],Incident Start,Incident End,Delay During Incident [hours],Post-Incident Delay (0-30 mins) [hours],Post-Incident Delay (30-60 mins) [hours]
13429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 2,14512,14516,13429,518,1:15:24,75.4,08:00:00,09:15:00,0.0,0.0,0.0
13445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,12956,13445,12954,518,1:37:38,97.63,08:00:00,09:45:00,0.0,0.0,0.0
13451,-0.0,-0.0,-0.0,0.218111769,-0.0,-0.0,0.436223538,1.526782383,2.3992294590000003,4.5803471490000005,11.778035526,17.230829751,57.145283478,111.673225728,212.877086544,271.54915240500003,336.764571336,313.862835591,306.883258983,313.208500284,292.705993998,249.737975505,221.165333766,189.102903723,167.94606213,174.271303431,156.168026604,132.611955552,112.545672804,108.619660962,87.2447076,87.2447076,77.211566226,80.047019223,72.194995539,75.03044853600001,71.97688377,76.557230919,74.812336767,73.721777922,70.66821315600001,66.52408954500001,67.39653662100001,77.211566226,66.742201314,77.211566226,69.79576608,68.050871928,80.919466299,87.2447076,92.043166518,109.273996269,106.220431503,110.146443345,123.233149485,138.064749777,143.08132046400002,148.970338227,137.628526239,138.719085084,126.286714251,120.397696488,111.455113959,105.129872658,83.318695758,81.79191337500001,62.379965934000005,62.161854165,54.309830481000006,50.16570687,51.474377484,37.951447806,35.770330116000004,33.807324195,27.918306432,27.482082894,21.374953362,20.502506286000003,19.63005921,20.502506286000003,15.26782383,15.049712061,13.741041447,12.868594371,9.160694298,4.36223538,3.926011842,3.489788304,1.308670614,0.436223538,0.654335307,-0.0,0.218111769,0.436223538,0.654335307,-0.0,0.218111769,-0.0,-0.0,0.218111769,-0.0,-0.0,-0.0,2.1550048643225006,Feeder 2,13461,12981,13451,518,0:22:33,22.55,07:45:00,08:15:00,0.21211369535250002,0.09918026829250001,0.09178870278750001
13455,-0.0,-0.0,-0.0,-0.0,0.516907739,0.516907739,2.067630956,3.101446434,3.101446434,12.922693475,12.922693475,22.227032777,39.801895903,78.569976328,117.854964492,189.188232474,336.506938089,399.052774508,363.903048256,401.637313203,421.279807285,416.110729895,394.400604857,387.163896511,326.685691048,281.714717755,238.294467679,234.159205767,225.888681943,220.202696814,182.985339606,187.120601518,169.545738392,203.661649166,176.265538999,177.81626221599998,195.908033081,219.168881336,221.236512292,246.048083764,246.048083764,256.386238544,248.11571472,252.250976632,271.376562975,307.043196966,323.584244614,345.811277391,393.883697118,435.236316238,473.487488924,550.506742035,598.579161762,662.158813659,678.699861307,650.269935662,607.3665933249999,522.07681639,443.506840062,451.260456147,378.376464948,295.671226708,240.879006374,180.91770865,144.217259181,238.294467679,268.79202428,234.159205767,225.371774204,249.666437937,237.260652201,229.507036116,232.60848255,188.154416996,216.584342641,175.231723521,194.874217603,241.395914113,216.067434902,161.792122307,142.149628225,157.139952656,120.439503187,115.787333536,93.560300759,78.05306858899999,41.35261912,27.396110167,11.888877997,6.202892867999999,1.033815478,1.033815478,1.5507232169999998,-0.0,1.033815478,0.516907739,1.033815478,-0.0,1.5507232169999998,-0.0,-0.0,-0.0,-0.0,5.88298441175222,Feeder 1,12989,13455,12987,518,0:56:31,56.52,11:30:00,12:30:00,0.29449382574694444,0.13956508953,0.13899074759777777
13459,-0.0,-0.0,-0.0,0.573492826,-0.0,0.573492826,2.293971304,5.734928259999999,15.484306301999998,28.101148474,61.937225208,82.58296694399999,200.148996274,356.712537772,667.5456494639999,875.7235453019999,1043.75694332,992.14258898,969.20287594,984.113689416,949.704119856,830.9911048739999,754.1430661899999,667.5456494639999,616.5047879499999,629.695122948,584.3891896939999,521.3049788339999,469.117131668,464.52918906,402.018471026,362.447466032,315.4210543,328.61138929799995,311.406604518,302.23071930199995,311.980097344,341.801724296,310.833111692,317.141532778,307.39215473599995,294.775312564,294.201819738,307.39215473599995,274.129570828,291.907848434,290.760862782,285.599427348,321.15598256,330.331867776,369.90287277,398.004021244,406.032920808,406.032920808,447.32440428,506.394165358,513.27607927,506.394165358,475.99904558,471.984595798,419.796748632,399.724499722,360.726987554,362.447466032,310.833111692,272.40909235,243.73445105,231.117608878,208.751388664,182.944211494,185.811675624,157.71052715,138.21177106599998,139.358756718,134.77081411,124.447943242,103.802201506,101.508230202,107.243158462,108.96363694,139.932249544,104.949187158,68.245646294,52.187847166,34.983062386,17.204784779999997,19.498756084,14.910813476,6.308421085999999,1.720478478,2.293971304,1.146985652,0.573492826,1.720478478,1.720478478,0.573492826,0.573492826,-0.0,-0.0,1.146985652,-0.0,-0.0,-0.0,7.872622768915002,Feeder 2,12959,12977,13459,518,0:42:53,42.88,07:45:00,08:30:00,0.889551094551111,0.3461666419161111,0.3071372690355555
13461,-0.0,-0.0,-0.0,0.816398931,-0.0,0.816398931,3.265595724,8.980388241,21.226372206,40.81994655,88.987483479,117.561446064,284.106827988,511.882129737,956.819547132,1249.09036443,1483.396857627,1410.7373527680002,1377.2649965970002,1403.389762389,1351.9566297360002,1179.696455295,1074.380993196,951.921153546,875.179654032,898.855223031,831.094111758,738.8410325550001,668.630724489,658.0175383860001,574.744847424,513.514927599,452.285007774,465.34739067,447.386614188,426.160241982,446.570215257,485.757363945,444.121018464,449.835810981,435.95702915400005,422.078247327,416.36345481,440.039023809,388.605891156,414.7306569480001,413.914258017,405.750268707,458.816199222,473.51137998,523.3117147710001,570.662852769,571.4792517000001,582.092437803,637.607565111,720.880256073,730.677043245,720.0638571420001,677.6111127300001,671.079921282,594.338421768,572.2956506310001,514.3313265300001,515.964124392,439.222624878,389.422290087,342.88755102000005,330.641567055,296.352811953,262.880455782,263.696854713,222.876908163,199.201339164,196.752142371,191.037349854,178.79136588900002,145.31900971800002,145.31900971800002,151.850201166,155.93219582100002,199.201339164,149.401004373,97.96787172,74.292302721,48.167536929,25.308366861000003,26.941164723,21.226372206,8.980388241,2.449196793,3.265595724,1.632797862,0.816398931,2.449196793,2.449196793,0.816398931,0.816398931,-0.0,-0.0,1.632797862,-0.0,-0.0,-0.0,11.2071163253025,Incident Link,13461,12981,13451,518,0:22:33,22.55,07:45:00,08:15:00,1.0016761328408332,0.507528002105,0.4805414818858334
14512,-0.0,-0.0,0.250029148,-0.0,0.250029148,0.7500874439999999,1.500174888,2.50029148,5.250612108,8.000932736,11.25131166,15.501807175999998,24.002798208,33.253876684,51.25597534,76.008860992,175.52046189599997,252.279410332,240.778069524,268.531304952,246.778769076,251.029264592,243.7784193,238.527807192,224.026116608,216.775271316,182.52127804,156.51824664799997,134.265652476,114.51334978399998,112.763145748,109.512766824,115.513466376,112.013058304,128.76501122,118.263787004,129.765127812,134.265652476,145.51696413599998,126.26471974,139.266235436,158.268450684,165.269266828,158.76850897999998,182.52127804,178.020753376,173.270199564,191.772356516,207.274163692,214.024950688,232.777136788,256.029847552,297.034627824,341.039757872,367.042789264,403.046986576,393.7959081,378.544130072,341.789845316,312.036376704,280.03264576,236.27754486,230.276845308,204.273813916,183.271365484,161.01877131199998,139.516264584,125.264603148,124.01445740799998,114.013291488,110.26285426799998,103.262038124,90.760580724,95.761163684,101.011775792,90.260522428,89.26040583599999,88.51031839199999,79.00921076799999,69.258073996,65.507636776,47.75556726799999,45.00524664,43.7551009,28.503322872,21.752535876,14.751719731999998,9.751136772,6.750786996,3.500408072,2.250262332,-0.0,0.500058296,-0.0,-0.0,-0.0,0.500058296,0.500058296,-0.0,0.250029148,-0.0,-0.0,-0.0,3.473946653836664,Incident Link,14512,14516,13429,518,1:15:24,75.4,08:00:00,09:15:00,0.3768494880688889,0.08077330531222221,0.06313235987
14516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,14512,14516,13429,518,1:15:24,75.4,08:00:00,09:15:00,0.0,0.0,0.0
17138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,19698,17138,22259,518,0:54:58,54.97,17:00:00,17:45:00,0.0,0.0,0.0
17269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,18234,17269,25185,518,1:07:03,67.05,14:15:00,15:15:00,0.0,0.0,0.0
